Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
878	FLJ39089 KARP-1 KARP1 KU80 Ku86 KUB2 NFIV XRCC5 	ENSG00000079246 	7520 	establishment of integrated proviral latency : positive regulation of neurogenesis : positive regulation of type I interferon production : double-strand break repair : double-strand break repair via nonhomologous end joining : hematopoietic stem cell differentiation : telomere maintenance : viral process : DNA recombination : brain development : cellular response to X-ray : cellular response to fatty acid : cellular hyperosmotic salinity response : nonhomologous end joining complex : nuclear telomere cap complex : Ku70:Ku80 complex : nuclear chromosome, telomeric region : nucleoplasm : cytosol : cytoplasm : nucleus : protein complex : DNA repair : transcription, DNA-templated : negative regulation of apoptotic process : cell proliferation : response to drug : negative regulation of transcription, DNA-templated : innate immune response : 	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining) 
879	KIAA1185 LRRC47 RP1-286D6.3 	ENSG00000130764 	57470 	Unavailable	leucine rich repeat containing 47 
880	DAP-150 DCTN1 DP-150 HMN7B P135 	ENSG00000204843 	1639 	activation of signaling protein activity involved in unfolded protein response : antigen processing and presentation of exogenous peptide antigen via MHC class II : microtubule-based transport : endoplasmic reticulum unfolded protein response : cell death : G2/M transition of mitotic cell cycle : nervous system development : mitosis : dynein complex : dynactin complex : kinetochore : cell leading edge : spindle pole : centrosome : microtubule : cytosol : cytoplasm : mitotic cell cycle : cellular protein metabolic process : 	dynactin 1 
881	KIAA1002 PR01365 R3HDM2 	ENSG00000179912 	22864 	nucleus : 	R3H domain containing 2 
882	C6orf139 CENP-Q CENPQ FLJ10545 	ENSG00000031691 	55166 	CENP-A containing nucleosome assembly at centromere : nucleosome assembly : nucleoplasm : chromosome, centromeric region : cytosol : mitotic cell cycle : 	centromere protein Q 
883	HMG20 UBC 	ENSG00000150991 	7316 	regulation of type I interferon production : nucleotide-binding oligomerization domain containing signaling pathway : regulation of transcription from RNA polymerase II promoter in response to hypoxia : nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway : toll-like receptor 5 signaling pathway : negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle : toll-like receptor TLR6:TLR2 signaling pathway : toll-like receptor TLR1:TLR2 signaling pathway : TRIF-dependent toll-like receptor signaling pathway : toll-like receptor 2 signaling pathway : neurotrophin TRK receptor signaling pathway : toll-like receptor 9 signaling pathway : toll-like receptor 4 signaling pathway : negative regulation of epidermal growth factor receptor signaling pathway : energy homeostasis : fat pad development : hypothalamus gonadotrophin-releasing hormone neuron development : ubiquitin homeostasis : female meiosis I : stress-activated MAPK cascade : Notch receptor processing : toll-like receptor 10 signaling pathway : toll-like receptor 3 signaling pathway : MyD88-independent toll-like receptor signaling pathway : MyD88-dependent toll-like receptor signaling pathway : apoptotic signaling pathway : G1/S transition of mitotic cell cycle : I-kappaB kinase/NF-kappaB signaling : positive regulation of type I interferon production : epidermal growth factor receptor signaling pathway : T cell receptor signaling pathway : positive regulation of NF-kappaB transcription factor activity : fibroblast growth factor receptor signaling pathway : seminiferous tubule development : toll-like receptor signaling pathway : cellular response to hypoxia : male meiosis I : negative regulation of transforming growth factor beta receptor signaling pathway : transforming growth factor beta receptor signaling pathway : cytokine-mediated signaling pathway : JNK cascade : Notch signaling pathway : transcription initiation from RNA polymerase II promoter : negative regulation of type I interferon production : activation of MAPK activity : female gonad development : regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle : positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle : antigen processing and presentation of exogenous peptide antigen via MHC class I : anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process : mRNA metabolic process : RNA metabolic process : DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest : antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent : viral protein processing : virion assembly : endosomal transport : viral process : antigen processing and presentation of peptide antigen via MHC class I : protein polyubiquitination : positive regulation of I-kappaB kinase/NF-kappaB signaling : ion transmembrane transport : regulation of apoptotic process : Fc-epsilon receptor signaling pathway : endocytic vesicle membrane : nucleoplasm : endosome membrane : cytosol : plasma membrane : negative regulation of transcription from RNA polymerase II promoter : mitotic cell cycle : apoptotic process : DNA repair : transcription, DNA-templated : negative regulation of apoptotic process : gene expression : positive regulation of apoptotic process : innate immune response : positive regulation of transcription from RNA polymerase II promoter : transmembrane transport : 	ubiquitin C 
884	EDH17B3 HSD17B3 	ENSG00000130948 	3293 	androgen biosynthetic process : steroid metabolic process : testosterone biosynthetic process : male genitalia development : intracellular membrane-bounded organelle : endoplasmic reticulum membrane : metabolic process : small molecule metabolic process : 	hydroxysteroid (17-beta) dehydrogenase 3 
885	CAF-1 CAF-IP60 CAF1 CAF1A CAF1P60 CHAF1B MPHOSPH7 MPP7 	ENSG00000159259 	8208 	DNA replication-dependent nucleosome assembly : chromatin assembly : protein complex assembly : cell cycle : DNA replication : CAF-1 complex : nucleoplasm : cytosol : cytoplasm : nucleus : DNA repair : transcription, DNA-templated : regulation of transcription, DNA-templated : 	chromatin assembly factor 1, subunit B (p60) 
886	BRD4 CAP HUNK1 HUNKI MCAP 	ENSG00000141867 	23476 	negative regulation of DNA damage checkpoint : regulation of phosphorylation of RNA polymerase II C-terminal domain : regulation of transcription involved in G1/S transition of mitotic cell cycle : histone H4-K12 acetylation : histone H3-K14 acetylation : positive regulation of transcription elongation from RNA polymerase II promoter : positive regulation of G2/M transition of mitotic cell cycle : chromosome segregation : regulation of inflammatory response : chromatin remodeling : inner cell mass cell proliferation : positive regulation of DNA binding : positive regulation of I-kappaB kinase/NF-kappaB signaling : cellular response to DNA damage stimulus : nuclear chromatin : condensed nuclear chromosome : chromosome : cytoplasm : nucleus : transcription, DNA-templated : protein phosphorylation : modulation by virus of host morphology or physiology : positive regulation of transcription from RNA polymerase II promoter : 	bromodomain containing 4 
887	MAPKBP1 MGC138851 MGC138852 	ENSG00000137802 	23005 	activation of JNKK activity : 	mitogen-activated protein kinase binding protein 1 
888	KAT KATNB1 	ENSG00000140854 	10300 	mitotic chromosome movement towards spindle pole : positive regulation of microtubule depolymerization : protein targeting : positive regulation of neuron projection development : positive regulation of cell death : negative regulation of microtubule depolymerization : microtubule severing : katanin complex : growth cone : midbody : spindle pole : neuronal cell body : microtubule cytoskeleton : centrosome : microtubule : axon : cytoplasm : plasma membrane : 	katanin p80 (WD repeat containing) subunit B 1 
889	BA108L7.2 SFX3 SFXN3 	ENSG00000107819 	81855 	cation transport : membrane : iron ion homeostasis : mitochondrial membrane : mitochondrion : integral component of membrane : transmembrane transport : 	sideroflexin 3 
890	HTF9A MGC88701 RANBP1 	ENSG00000099901 	5902 	intracellular transport : positive regulation of mitotic centrosome separation : spindle organization : viral process : nuclear envelope : centrosome : cytoplasm : nucleus : signal transduction : 	RAN binding protein 1 
891	GOLIM7 MAN2A1 MANA2 MANII 	ENSG00000112893 	4124 	vacuole organization : N-glycan processing : protein N-linked glycosylation via asparagine : respiratory gaseous exchange : lung alveolus development : post-translational protein modification : mannose metabolic process : mitochondrion organization : liver development : in utero embryonic development : retina morphogenesis in camera-type eye : positive regulation of neurogenesis : Golgi membrane : integral component of membrane : Golgi apparatus : carbohydrate metabolic process : cellular protein metabolic process : 	mannosidase, alpha, class 2A, member 1 
892	DKFZp313A2432 SVIP 	ENSG00000198168 	258010 	smooth endoplasmic reticulum membrane : Golgi membrane : plasma membrane : 	small VCP/p97-interacting protein 
893	CALM1 CALML2 CAMI DD132 PHKD 	ENSG00000198668 	801 	response to amphetamine : response to corticosterone : positive regulation of cyclic nucleotide metabolic process : regulation of cell communication by electrical coupling involved in cardiac conduction : positive regulation of ryanodine-sensitive calcium-release channel activity : positive regulation of protein dephosphorylation : detection of calcium ion : regulation of rhodopsin mediated signaling pathway : inositol phosphate metabolic process : phototransduction, visible light : nitric oxide metabolic process : glycogen catabolic process : neurotrophin TRK receptor signaling pathway : positive regulation of phosphoprotein phosphatase activity : regulation of cytokinesis : regulation of cardiac muscle contraction : regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion : platelet degranulation : activation of phospholipase C activity : positive regulation of cyclic-nucleotide phosphodiesterase activity : rhodopsin mediated signaling pathway : regulation of heart rate : epidermal growth factor receptor signaling pathway : muscle contraction : response to calcium ion : regulation of nitric-oxide synthase activity : negative regulation of ryanodine-sensitive calcium-release channel activity : fibroblast growth factor receptor signaling pathway : platelet activation : glucose metabolic process : regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum : Fc-epsilon receptor signaling pathway : calcium channel complex : spindle microtubule : sarcomere : spindle pole : centrosome : nucleoplasm : cytosol : extracellular region : cytoplasm : plasma membrane : blood coagulation : signal transduction : carbohydrate metabolic process : G-protein coupled receptor signaling pathway : synaptic transmission : small molecule metabolic process : innate immune response : 	calmodulin 1 (phosphorylase kinase, delta) 
