GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
	Peri-Russo-2012	0.16	Defining the genomic signature of the parous breast.	Peri, de Cicco, Santucci-Pereira, Slifker, Ross, Russo, Russo, Arslan, Belitskaya-Lévy, Zeleniuch-Jacquotte, Bordas, Lenner, Åhman, Afanasyeva, Johansson, Sheriff, Hallmans, Toniolo, Russo	2012	BMC Med Genomics	23057841	http://www.ncbi.nlm.nih.gov/pubmed/23057841	Pearson correlation	309775	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE26457	Pregnancy,Transcription Factors,Breast,Immune System
	Naesens-Sarwal-2011	0.16	Progressive histological damage in renal allografts is associated with expression of innate and adaptive immunity genes.	Naesens, Khatri, Li, Sigdel, Vitalone, Chen, Butte, Salvatierra, Sarwal	2011	Kidney Int	21881554	http://www.ncbi.nlm.nih.gov/pubmed/21881554	Pearson correlation	647992	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE25902	Time Series,Kidney,Immune System
	Holland-Grimbacher-2007	0.16	STAT3 mutations in the hyper-IgE syndrome.	Holland, DeLeo, Elloumi, Hsu, Uzel, Brodsky, Freeman, Demidowich, Davis, Turner, Anderson, Darnell, Welch, Kuhns, Frucht, Malech, Gallin, Kobayashi, Whitney, Voyich, Musser, Woellner, Schäffer, Puck, Grimbacher	2007	N Engl J Med	17881745	http://www.ncbi.nlm.nih.gov/pubmed/17881745	Pearson correlation	609228	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE8507	Transcription Factors,Cell Signalling
	Bigler-Russell-2013	0.15	Cross-study homogeneity of psoriasis gene expression in skin across a large expression range.	Bigler, Rand, Kerkof, Timour, Russell	2013	PLoS One	23308107	http://www.ncbi.nlm.nih.gov/pubmed/23308107	Pearson correlation	629410	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE41664	Skin
	Hannenhalli-Cappola-2006	0.15	Transcriptional genomics associates FOX transcription factors with human heart failure.	Hannenhalli, Putt, Gilmore, Wang, Parmacek, Epstein, Morrisey, Margulies, Cappola	2006	Circulation	16952980	http://www.ncbi.nlm.nih.gov/pubmed/16952980	Pearson correlation	485205	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE5406	Transcription Factors
	Homminga-Meijerink-2011	0.15	Integrated transcript and genome analyses reveal NKX2-1 and MEF2C as potential oncogenes in T cell acute lymphoblastic leukemia.	Homminga, Pieters, Langerak, de Rooi, Stubbs, Verstegen, Vuerhard, Buijs-Gladdines, Kooi, Klous, van Vlierberghe, Ferrando, Cayuela, Verhaaf, Beverloo, Horstmann, de Haas, Wiekmeijer, Pike-Overzet, Staal, de Laat, Soulier, Sigaux, Meijerink	2011	Cancer Cell	21481790	http://www.ncbi.nlm.nih.gov/pubmed/21481790	Pearson correlation	707098	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE26713	Cell Proliferation,Transcription Factors,Lymphoma,Cancer
	Iyer-Brown-1999	0.15	The transcriptional program in the response of human fibroblasts to serum.	Iyer, Eisen, Ross, Schuler, Moore, Lee, Trent, Staudt, Hudson, Boguski, Lashkari, Shalon, Botstein, Brown	1999	Science	9872747	http://www.ncbi.nlm.nih.gov/pubmed/9872747	Pearson correlation	127783	SUPPLEMENTARY_MATERIAL		Cultured Cells,Cell Proliferation,Cell Line,Time Series,Fibroblasts,Stem Cells,Transcription Factors
	Balgobind-den Boer-2011	0.15	Evaluation of gene expression signatures predictive of cytogenetic and molecular subtypes of pediatric acute myeloid leukemia.	Balgobind, Van den Heuvel-Eibrink, De Menezes, Reinhardt, Hollink, Arentsen-Peters, van Wering, Kaspers, Cloos, de Bont, Cayuela, Baruchel, Meyer, Marschalek, Trka, Stary, Beverloo, Pieters, Zwaan, den Boer	2011	Haematologica	20971820	http://www.ncbi.nlm.nih.gov/pubmed/20971820	Pearson correlation	729270	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE17855	Transcription Factors,Cancer
	Taylor-Kwo-2008	0.14	Cyclic changes in gene expression induced by Peg-interferon alfa-2b plus ribavirin in peripheral blood monocytes (PBMC) of hepatitis C patients during the first 10 weeks of treatment.	Taylor, Tsukahara, McClintick, Edenberg, Kwo	2008	J Transl Med	18986530	http://www.ncbi.nlm.nih.gov/pubmed/18986530	Pearson correlation	472850	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE11342	Cell Signalling,Time Series
	Agnelli-Neri-2009	0.14	A SNP microarray and FISH-based procedure to detect allelic imbalances in multiple myeloma: an integrated genomics approach reveals a wide gene dosage effect.	Agnelli, Mosca, Fabris, Lionetti, Andronache, Kwee, Todoerti, Verdelli, Battaglia, Bertoni, Deliliers, Neri	2009	Genes Chromosomes Cancer	19396863	http://www.ncbi.nlm.nih.gov/pubmed/19396863	Pearson correlation	501014	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE13591	Transcription Factors,Cancer,Localization
	Winter-Larson-2007	0.14	Identification of genomic classifiers that distinguish induction failure in T-lineage acute lymphoblastic leukemia: a report from the Children's Oncology Group.	Winter, Jiang, Khawaja, Griffin, Devidas, Asselin, Larson	2007	Blood	17495134	http://www.ncbi.nlm.nih.gov/pubmed/17495134	Pearson correlation	654055	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE14615	Transcription Factors,Cancer
	Spira-Brody-2007	0.14	Airway epithelial gene expression in the diagnostic evaluation of smokers with suspect lung cancer.	Spira, Beane, Shah, Steiling, Liu, Schembri, Gilman, Dumas, Calner, Sebastiani, Sridhar, Beamis, Lamb, Anderson, Gerry, Keane, Lenburg, Brody	2007	Nat Med	17334370	http://www.ncbi.nlm.nih.gov/pubmed/17334370	Pearson correlation	508028	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE4115	Transcription Factors,Cancer
	Liu-Godbout-2011	0.14	Association of FABP5 expression with poor survival in triple-negative breast cancer: implication for retinoic acid therapy.	Liu, Graham, Glubrecht, Germain, Mackey, Godbout	2011	Am J Pathol	21356353	http://www.ncbi.nlm.nih.gov/pubmed/21356353	Pearson correlation	584511	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE22820	Cultured Cells,Cancer,Cell Proliferation,Cell Line,Transcription Factors,Breast Cancer
	Zhou-O'Keefe-2010	0.14	Analysis of factorial time-course microarrays with application to a clinical study of burn injury.	Zhou, Xu, Herndon, Tompkins, Davis, Xiao, Wong, Toner, Warren, Schoenfeld, Rahme, McDonald-Smith, Hayden, Mason, Fagan, Yu, Cobb, Remick, Mannick, Lederer, Gamelli, Silver, West, Shapiro, Smith, Camp, Qian, Storey, Mindrinos, Tibshirani, Lowry, Calvano, Chaudry, West, Cohen, Moore, Johnson, Moldawer, Baker, Efron, Balis, Billiar, Ochoa, Sperry, Miller-Graziano, De, Bankey, Finnerty, Jeschke, Minei, Arnoldo, Hunt, Horton, Cobb, Brownstein, Freeman, Maier, Nathens, Cuschieri, Gibran, Klein, O'Keefe	2010	Proc Natl Acad Sci U S A	20479259	http://www.ncbi.nlm.nih.gov/pubmed/20479259	Pearson correlation	671284	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE19743	Time Series
	Day-Maxwell-2011	0.13	Identifier mapping performance for integrating transcriptomics and proteomics experimental results.	Day, McDade, Chandran, Lisovich, Conrads, Hood, Kolli, Kirchner, Litzi, Maxwell	2011	BMC Bioinformatics	21619611	http://www.ncbi.nlm.nih.gov/pubmed/21619611	Pearson correlation	599867	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE17025	Cancer
	Maertzdorf-Kaufmann-2011	0.13	Functional correlations of pathogenesis-driven gene expression signatures in tuberculosis.	Maertzdorf, Ota, Repsilber, Mollenkopf, Weiner, Hill, Kaufmann	2011	PLoS One	22046420	http://www.ncbi.nlm.nih.gov/pubmed/22046420	Pearson correlation	611120	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE28623	Signal Transduction,Immune System
	Finak-Park-2006	0.13	Gene expression signatures of morphologically normal breast tissue identify basal-like tumors.	Finak, Sadekova, Pepin, Hallett, Meterissian, Halwani, Khetani, Souleimanova, Zabolotny, Omeroglu, Park	2006	Breast Cancer Res	17054791	http://www.ncbi.nlm.nih.gov/pubmed/17054791	Pearson correlation	572548	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE4823	Stromal Cells,Epithelial Cells,Breast Cancer,Breast,Cancer
	Stratford-Yeh-2010	0.13	A six-gene signature predicts survival of patients with localized pancreatic ductal adenocarcinoma.	Stratford, Bentrem, Anderson, Fan, Volmar, Marron, Routh, Caskey, Samuel, Der, Thorne, Calvo, Kim, Talamonti, Iacobuzio-Donahue, Hollingsworth, Perou, Yeh	2010	PLoS Med	20644708	http://www.ncbi.nlm.nih.gov/pubmed/20644708	Pearson correlation	612138	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE21501	Transcription Factors,Cancer
	Li-Han-2009	0.13	Gene expression-based classification and regulatory networks of pediatric acute lymphoblastic leukemia.	Li, Zhang, Wu, Zhu, Gao, Sun, Zhang, Qiao, Xue, Hu, Bao, Zheng, Han	2009	Blood	19755675	http://www.ncbi.nlm.nih.gov/pubmed/19755675	Pearson correlation	452325	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE17703	Lymphoma,Cancer
	Filipits-Gnant-2011	0.12	A new molecular predictor of distant recurrence in ER-positive, HER2-negative breast cancer adds independent information to conventional clinical risk factors.	Filipits, Rudas, Jakesz, Dubsky, Fitzal, Singer, Dietze, Greil, Jelen, Sevelda, Freibauer, Müller, Jänicke, Schmidt, Kölbl, Rody, Kaufmann, Schroth, Brauch, Schwab, Fritz, Weber, Feder, Hennig, Kronenwett, Gehrmann, Gnant	2011	Clin Cancer Res	21807638	http://www.ncbi.nlm.nih.gov/pubmed/21807638	Pearson correlation	473104	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE26971	Transcription Factors,Breast Cancer,Cancer
	Yao-Jallal-2008	0.12	Type I interferon: potential therapeutic target for psoriasis?	Yao, Richman, Morehouse, de los Reyes, Higgs, Boutrin, White, Coyle, Krueger, Kiener, Jallal	2008	PLoS One	18648529	http://www.ncbi.nlm.nih.gov/pubmed/18648529	Pearson correlation	640919	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE14905	Cell Proliferation,Immune System,Epithelial Cells,Cell Signalling,Skin,Transcription Factors
	Li-Bhatia-2011	0.12	Altered hematopoietic cell gene expression precedes development of therapy-related myelodysplasia/acute myeloid leukemia and identifies patients at risk.	Li, Li, Sun, Francisco, Chakraborty, Sabado, McDonald, Gyorffy, Chang, Wang, Fan, Li, Zhao, Radich, Forman, Bhatia, Bhatia	2011	Cancer Cell	22094254	http://www.ncbi.nlm.nih.gov/pubmed/22094254	Pearson correlation	654919	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE23025	Transcription Factors,Stem Cells,Cancer
	Bild-Nevins-2006 A	0.12	Oncogenic pathway signatures in human cancers as a guide to targeted therapies.	Bild, Yao, Chang, Wang, Potti, Chasse, Joshi, Harpole, Lancaster, Berchuck, Olson, Marks, Dressman, West, Nevins	2006	Nature	16273092	http://www.ncbi.nlm.nih.gov/pubmed/16273092	Pearson correlation	623496	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE3141	Cultured Cells,Signal Transduction,Cancer,Epithelial Cells,Cell Line,Disease,Breast,Transcription Factors,Breast Cancer
	Hatzis-Symmans-2011 A	0.12	A genomic predictor of response and survival following taxane-anthracycline chemotherapy for invasive breast cancer.	Hatzis, Pusztai, Valero, Booser, Esserman, Lluch, Vidaurre, Holmes, Souchon, Wang, Martin, Cotrina, Gomez, Hubbard, Chacón, Ferrer-Lozano, Dyer, Buxton, Gong, Wu, Ibrahim, Andreopoulou, Ueno, Hunt, Yang, Nazario, DeMichele, O'Shaughnessy, Hortobagyi, Symmans	2011	JAMA	21558518	http://www.ncbi.nlm.nih.gov/pubmed/21558518	Pearson correlation	526863	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE25055	Transcription Factors,Breast Cancer,Cancer,Chemotherapy
	Williams-Gascoyne-2010	0.12	A novel method of amplification of FFPET-derived RNA enables accurate disease classification with microarrays.	Williams, Li, Johnson, Wright, Heath, Gascoyne	2010	J Mol Diagn	20688907	http://www.ncbi.nlm.nih.gov/pubmed/20688907	Pearson correlation	631214	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE19246	Cancer
	Nair-Abecasis-2009	0.12	Genome-wide scan reveals association of psoriasis with IL-23 and NF-kappaB pathways.	Nair, Duffin, Helms, Ding, Stuart, Goldgar, Gudjonsson, Li, Tejasvi, Feng, Ruether, Schreiber, Weichenthal, Gladman, Rahman, Schrodi, Prahalad, Guthery, Fischer, Liao, Kwok, Menter, Lathrop, Wise, Begovich, Voorhees, Elder, Krueger, Bowcock, Abecasis	2009	Nat Genet	19169254	http://www.ncbi.nlm.nih.gov/pubmed/19169254	Pearson correlation	715146	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE13355	Transcription Factors,Cell Signalling,Signal Transduction
	D'Alfonso-Shin-2013	0.12	BreastPRS is a gene expression assay that stratifies intermediate-risk Oncotype DX patients into high- or low-risk for disease recurrence.	D'Alfonso, van Laar, Vahdat, Hussain, Flinchum, Brown, John, Shin	2013	Breast Cancer Res Treat	23774991	http://www.ncbi.nlm.nih.gov/pubmed/23774991	Pearson correlation	642568	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE47109	Breast Cancer,Cancer
	Scherzer-Gullans-2007	0.12	Molecular markers of early Parkinson's disease based on gene expression in blood.	Scherzer, Eklund, Morse, Liao, Locascio, Fefer, Schwarzschild, Schlossmacher, Hauser, Vance, Sudarsky, Standaert, Growdon, Jensen, Gullans	2007	Proc Natl Acad Sci U S A	17215369	http://www.ncbi.nlm.nih.gov/pubmed/17215369	Pearson correlation	405394	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE6613	Time Series
	Heuck-Barlogie-2012	0.12	Thalidomide in total therapy 2 overcomes inferior prognosis of myeloma with low expression of the glucocorticoid receptor gene NR3C1.	Heuck, Szymonifka, Hansen, Shaughnessy, Usmani, van Rhee, Anaissie, Nair, Waheed, Alsayed, Petty, Bailey, Epstein, Hoering, Crowley, Barlogie	2012	Clin Cancer Res	22855579	http://www.ncbi.nlm.nih.gov/pubmed/22855579	Pearson correlation	657571	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE38627	Transcription Factors,Cancer
	Honda-Kaneko-2010	0.12	Differential interferon signaling in liver lobule and portal area cells under treatment for chronic hepatitis C.	Honda, Nakamura, Tateno, Sakai, Shimakami, Shirasaki, Yamashita, Arai, Yamashita, Sakai, Kaneko	2010	J Hepatol	20739080	http://www.ncbi.nlm.nih.gov/pubmed/20739080	Pearson correlation	602221	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE17183	Cell Signalling,Signal Transduction,Liver,Immune System
	Petruzziello-Pellegrini-Marsden-2012	0.12	The CXCR4/CXCR7/SDF-1 pathway contributes to the pathogenesis of Shiga toxin-associated hemolytic uremic syndrome in humans and mice.	Petruzziello-Pellegrini, Yuen, Page, Patel, Soltyk, Matouk, Wong, Turgeon, Fish, Ho, Steer, Khajoee, Tigdi, Lee, Motto, Advani, Gilbert, Karumanchi, Robinson, Tarr, Liles, Brunton, Marsden	2012	J Clin Invest	22232208	http://www.ncbi.nlm.nih.gov/pubmed/22232208	Pearson correlation	357086	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE32710	Cultured Cells,Cell Line,Epithelial Cells,Signal Transduction,Disease,Cell Signalling,Endothelial Cells,Kidney
	Coustan-Smith-Campana-2011	0.12	New markers for minimal residual disease detection in acute lymphoblastic leukemia.	Coustan-Smith, Song, Clark, Key, Liu, Mehrpooya, Stow, Su, Shurtleff, Pui, Downing, Campana	2011	Blood	21487112	http://www.ncbi.nlm.nih.gov/pubmed/21487112	Pearson correlation	519552	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE28497	Transcription Factors,Lymphoma,Cancer
	Zhang-Foekens-2009	0.12	The 76-gene signature defines high-risk patients that benefit from adjuvant tamoxifen therapy.	Zhang, Sieuwerts, McGreevy, Casey, Cufer, Paradiso, Harbeck, Span, Hicks, Crowe, Tubbs, Budd, Lyons, Sweep, Schmitt, Schittulli, Golouh, Talantov, Wang, Foekens	2009	Breast Cancer Res Treat	18821012	http://www.ncbi.nlm.nih.gov/pubmed/18821012	Pearson correlation	469652	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE12093	Breast Cancer,Cancer
	Schmidt-Gehrmann-2008	0.12	The humoral immune system has a key prognostic impact in node-negative breast cancer.	Schmidt, Böhm, von Törne, Steiner, Puhl, Pilch, Lehr, Hengstler, Kölbl, Gehrmann	2008	Cancer Res	18593943	http://www.ncbi.nlm.nih.gov/pubmed/18593943	Pearson correlation	476576	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE11121	Cell Proliferation,Transcription Factors,Breast Cancer,Cancer
	Smeets-Christiaens-2011	0.11	Prediction of lymph node involvement in breast cancer from primary tumor tissue using gene expression profiling and miRNAs.	Smeets, Daemen, Vanden Bempt, Gevaert, Claes, Wildiers, Drijkoningen, Van Hummelen, Lambrechts, De Moor, Neven, Sotiriou, Vandorpe, Paridaens, Christiaens	2011	Breast Cancer Res Treat	21116709	http://www.ncbi.nlm.nih.gov/pubmed/21116709	Pearson correlation	373256	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE23177	Transcription Factors,Breast Cancer,Cancer
	Liang-Stephan-2007	0.11	Gene expression profiles in anatomically and functionally distinct regions of the normal aged human brain.	Liang, Dunckley, Beach, Grover, Mastroeni, Walker, Caselli, Kukull, McKeel, Morris, Hulette, Schmechel, Alexander, Reiman, Rogers, Stephan	2007	Physiol Genomics	17077275	http://www.ncbi.nlm.nih.gov/pubmed/17077275	Pearson correlation	618801	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE5281	Aging,Nervous System,Brain,Immune System
	Symmans-Pusztai-2010	0.11	Genomic index of sensitivity to endocrine therapy for breast cancer.	Symmans, Hatzis, Sotiriou, Andre, Peintinger, Regitnig, Daxenbichler, Desmedt, Domont, Marth, Delaloge, Bauernhofer, Valero, Booser, Hortobagyi, Pusztai	2010	J Clin Oncol	20697068	http://www.ncbi.nlm.nih.gov/pubmed/20697068	Pearson correlation	511618	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE17705	Transcription Factors,Breast Cancer,Time Series,Cancer
	Detweiler-Falkow-2001	0.11	Host microarray analysis reveals a role for the Salmonella response regulator phoP in human macrophage cell death.	Detweiler, Cunanan, Falkow	2001	Proc Natl Acad Sci U S A	11320214	http://www.ncbi.nlm.nih.gov/pubmed/11320214	Pearson correlation	243478	SUPPLEMENTARY_MATERIAL		Transcription Factors,Immune System
	Wagner-Ashkenazi-2007	0.11	Death-receptor O-glycosylation controls tumor-cell sensitivity to the proapoptotic ligand Apo2L/TRAIL.	Wagner, Punnoose, Januario, Lawrence, Pitti, Lancaster, Lee, von Goetz, Yee, Totpal, Huw, Katta, Cavet, Hymowitz, Amler, Ashkenazi	2007	Nat Med	17767167	http://www.ncbi.nlm.nih.gov/pubmed/17767167	Pearson correlation	556532	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE8332	Cultured Cells,Cancer,Cell Proliferation,Apoptosis,Cell Line,Cell Signalling
	Sheffer-Domany-2009	0.11	Association of survival and disease progression with chromosomal instability: a genomic exploration of colorectal cancer.	Sheffer, Bacolod, Zuk, Giardina, Pincas, Barany, Paty, Gerald, Notterman, Domany	2009	Proc Natl Acad Sci U S A	19359472	http://www.ncbi.nlm.nih.gov/pubmed/19359472	Pearson correlation	477284	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE41258	Transcription Factors,Disease,Cancer
	Zhang-Mullighan-2012	0.11	The genetic basis of early T-cell precursor acute lymphoblastic leukaemia.	Zhang, Ding, Holmfeldt, Wu, Heatley, Payne-Turner, Easton, Chen, Wang, Rusch, Lu, Chen, Wei, Collins-Underwood, Ma, Roberts, Pounds, Ulyanov, Becksfort, Gupta, Huether, Kriwacki, Parker, McGoldrick, Zhao, Alford, Espy, Bobba, Song, Pei, Cheng, Roberts, Barbato, Campana, Coustan-Smith, Shurtleff, Raimondi, Kleppe, Cools, Shimano, Hermiston, Doulatov, Eppert, Laurenti, Notta, Dick, Basso, Hunger, Loh, Devidas, Wood, Winter, Dunsmore, Fulton, Fulton, Hong, Harris, Dooling, Ochoa, Johnson, Obenauer, Evans, Pui, Naeve, Ley, Mardis, Wilson, Downing, Mullighan	2012	Nature	22237106	http://www.ncbi.nlm.nih.gov/pubmed/22237106	Pearson correlation	521860	GEO	http://www.ncbi.nlm.nih.gov/projects/geo/query/acc.cgi?acc=GSE33315	Cancer,Cell Proliferation,Signal Transduction,Stem Cells,Immune System,Lymphoma
