GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 12:37:14 GMT 2016

Gene	Score	Description
NFKB1	NFKBIA	0.027839069932985426	Physical interactions	IREF-BIND
NTRK1	NGF	0.1657045363117807	Physical interactions	IREF-BIND
PIK3R1	PIK3CA	0.06320133072037927	Physical interactions	IREF-BIND
PPP3CA	PPP3R1	0.08617029553053494	Physical interactions	IREF-BIND
RELA	CHUK	0.02123967738040426	Physical interactions	IREF-BIND
RELA	NFKB1	0.030147443999725458	Physical interactions	IREF-BIND
RELA	NFKBIA	0.02033711636812197	Physical interactions	IREF-BIND
RUVBL2	CTNNB1	0.024510825001943237	Physical interactions	IREF-BIND
RUVBL2	NFKB1	0.05003059120997292	Physical interactions	IREF-BIND
TARDBP	CASP3	0.03973384705077723	Physical interactions	IREF-BIND
TARDBP	CASP7	0.05358476106486023	Physical interactions	IREF-BIND
TNFRSF1A	TNF	0.0861569576425429	Physical interactions	IREF-BIND
TNFRSF1A	TRADD	0.04068538843155228	Physical interactions	IREF-BIND
TNFSF10	TNFRSF10B	0.36766490562486975	Physical interactions	IREF-BIND
TP53	ATM	0.006591140074291483	Physical interactions	IREF-BIND
TP53	BCL2L1	0.0037001791946811332	Physical interactions	IREF-BIND
TP53	DDX5	0.022901253954461024	Physical interactions	IREF-BIND
TP53	PPP2CA	0.009462016368552933	Physical interactions	IREF-BIND
TRAF2	BIRC2	0.03272982090995987	Physical interactions	IREF-BIND
TRAF2	BIRC3	0.047792572462958594	Physical interactions	IREF-BIND
TRAF2	RIPK1	0.044452012759185706	Physical interactions	IREF-BIND
TRAF2	TRADD	0.028513214514822655	Physical interactions	IREF-BIND
UBE2L3	ARIH1	0.23702631586637185	Physical interactions	IREF-BIND
XIAP	CASP3	0.01485580354777227	Physical interactions	IREF-BIND
XIAP	CASP6	0.042252165388866295	Physical interactions	IREF-BIND
XIAP	CASP7	0.02003442041007994	Physical interactions	IREF-BIND
XIAP	CASP9	0.05221824957256055	Physical interactions	IREF-BIND
BAX	BID	0.11752623456541621	Physical interactions	IREF-DIP
BCL2	BID	0.12792706797249526	Physical interactions	IREF-DIP
CASP3	BID	0.09369350927620536	Physical interactions	IREF-DIP
CASP3	CASP6	0.1908383787243232	Physical interactions	IREF-DIP
CASP3	CASP8	0.06756668530644236	Physical interactions	IREF-DIP
CASP3	CASP9	0.06972141024807221	Physical interactions	IREF-DIP
CASP7	CASP6	0.3578613556490044	Physical interactions	IREF-DIP
CASP7	CASP9	0.13074203945444973	Physical interactions	IREF-DIP
CASP8	FADD	0.1677810760489132	Physical interactions	IREF-DIP
CASP8	FAS	0.08678146525613921	Physical interactions	IREF-DIP
CASP8	RIPK1	0.2516344538785406	Physical interactions	IREF-DIP
CASP9	APAF1	0.5325814131425075	Physical interactions	IREF-DIP
CHUK	IKBKB	0.05028074884356133	Physical interactions	IREF-DIP
CHUK	NFKB1	0.041425989094010685	Physical interactions	IREF-DIP
CHUK	NFKBIA	0.04386035352806857	Physical interactions	IREF-DIP
CSF2RB	IL3	0.2808136667990699	Physical interactions	IREF-DIP
CSF2RB	PIK3CA	0.3872708216037547	Physical interactions	IREF-DIP
CTNNB1	TCF4	0.05468515934281303	Physical interactions	IREF-DIP
FADD	CFLAR	0.44001428466232145	Physical interactions	IREF-DIP
FAS	FADD	0.1272189924597442	Physical interactions	IREF-DIP
FASLG	FAS	0.22243333704435125	Physical interactions	IREF-DIP
IKBKB	NFKBIA	0.04903585753859913	Physical interactions	IREF-DIP
IKBKG	CHUK	0.03453087565232787	Physical interactions	IREF-DIP
IKBKG	IKBKB	0.038605506236237076	Physical interactions	IREF-DIP
IKBKG	NFKB1	0.03180682948229741	Physical interactions	IREF-DIP
IKBKG	NFKBIA	0.03367593277020553	Physical interactions	IREF-DIP
IL1B	IL1RAP	0.40758355115449385	Physical interactions	IREF-DIP
IL1R1	IL1B	0.46805092601419396	Physical interactions	IREF-DIP
IL3RA	IL3	0.7758284096415275	Physical interactions	IREF-DIP
IRAK1	IL1RAP	0.15620914076546885	Physical interactions	IREF-DIP
IRAK1	MYD88	0.13169032175145606	Physical interactions	IREF-DIP
IRAK1	TAB2	0.12309014013222723	Physical interactions	IREF-DIP
IRAK2	IRAK4	0.4227657809542813	Physical interactions	IREF-DIP
IRAK2	MYD88	0.3637126881371465	Physical interactions	IREF-DIP
IRAK4	MYD88	0.24655787145352134	Physical interactions	IREF-DIP
NFKB1	NFKBIA	0.04040033161137166	Physical interactions	IREF-DIP
NTRK1	NGF	0.27579020879813115	Physical interactions	IREF-DIP
PIK3R1	PIK3CB	0.17515160848538738	Physical interactions	IREF-DIP
PIK3R1	PIK3CD	0.5620668844033517	Physical interactions	IREF-DIP
PPP3CA	PPP3R1	0.5775087612417288	Physical interactions	IREF-DIP
RELA	CHUK	0.031178408748003424	Physical interactions	IREF-DIP
RELA	NFKBIA	0.030406469238766467	Physical interactions	IREF-DIP
TNFRSF10C	TNFSF10	0.5485934996841282	Physical interactions	IREF-DIP
TNFRSF10D	TNFSF10	0.5485934996841282	Physical interactions	IREF-DIP
TNFRSF1A	TNF	0.07946119713349388	Physical interactions	IREF-DIP
TNFSF10	TNFRSF10B	0.5485934996841282	Physical interactions	IREF-DIP
TP53	IKBKB	0.01957492021854004	Physical interactions	IREF-DIP
TRAF2	TRADD	0.3834325253280917	Physical interactions	IREF-DIP
UBE2L3	ARIH1	0.5996240965170246	Physical interactions	IREF-DIP
XIAP	CASP9	0.12056578133797327	Physical interactions	IREF-DIP
ACTN1	CSRP1	0.05071096479091584	Physical interactions	IREF-HPRD
AKT1	AKT2	0.0023693316528280474	Physical interactions	IREF-HPRD
AKT1	CASP3	5.662446316925488E-4	Physical interactions	IREF-HPRD
AKT1	CASP9	0.0014634132451060973	Physical interactions	IREF-HPRD
AKT1	CHUK	0.0013145795423076074	Physical interactions	IREF-HPRD
AKT1	IKBKB	0.0013646237472332247	Physical interactions	IREF-HPRD
AKT1	IRAK1	0.0014489307981817724	Physical interactions	IREF-HPRD
AKT1	PIK3R1	6.366836636166453E-4	Physical interactions	IREF-HPRD
AKT1	XIAP	0.0019971670999604347	Physical interactions	IREF-HPRD
BAX	BID	0.01182239825428712	Physical interactions	IREF-HPRD
BCL2	BAX	0.003196644155470377	Physical interactions	IREF-HPRD
BCL2	BID	0.0037226326165261314	Physical interactions	IREF-HPRD
BCL2	CASP3	7.243372870975863E-4	Physical interactions	IREF-HPRD
BCL2	CASP8	0.00123670700309777	Physical interactions	IREF-HPRD
BCL2	CYCS	0.0024532018719961857	Physical interactions	IREF-HPRD
BCL2	PPP3CA	0.002511829997473961	Physical interactions	IREF-HPRD
BGN	TNF	0.013679255431181222	Physical interactions	IREF-HPRD
BID	CASP10	0.010538858603118557	Physical interactions	IREF-HPRD
BIRC2	CASP9	0.005457484178355744	Physical interactions	IREF-HPRD
BIRC2	TRADD	0.007509443364680289	Physical interactions	IREF-HPRD
BIRC3	CASP9	0.011188789417510028	Physical interactions	IREF-HPRD
CAPN1	BID	0.005537271864448424	Physical interactions	IREF-HPRD
CAPN1	CREG1	0.013153000830780253	Physical interactions	IREF-HPRD
CAPN1	IL1A	0.007878554913763988	Physical interactions	IREF-HPRD
CAPN2	CASP9	0.007019145746621607	Physical interactions	IREF-HPRD
CASP10	CFLAR	0.009284085723960183	Physical interactions	IREF-HPRD
CASP3	AIFM1	0.0045654796134417435	Physical interactions	IREF-HPRD
CASP3	APAF1	0.002378390583924622	Physical interactions	IREF-HPRD
CASP3	BID	0.0026788732100325972	Physical interactions	IREF-HPRD
CASP3	BIRC2	0.0021116874532738973	Physical interactions	IREF-HPRD
CASP3	BIRC3	0.004329325054010733	Physical interactions	IREF-HPRD
CASP3	CASP10	0.002050615516232067	Physical interactions	IREF-HPRD
CASP3	CASP6	0.001631499238323398	Physical interactions	IREF-HPRD
CASP3	CASP8	8.899565336923571E-4	Physical interactions	IREF-HPRD
CASP3	CASP9	0.0013471183206015362	Physical interactions	IREF-HPRD
CASP3	CFLAR	0.0023599222555045936	Physical interactions	IREF-HPRD
CASP3	DFFA	0.004107937150895331	Physical interactions	IREF-HPRD
CASP6	CASP10	0.006418422540356107	Physical interactions	IREF-HPRD
CASP6	CFLAR	0.007386552224691405	Physical interactions	IREF-HPRD
CASP7	BIRC2	0.0050463011140068625	Physical interactions	IREF-HPRD
CASP7	BIRC3	0.010345791929544058	Physical interactions	IREF-HPRD
CASP7	CASP10	0.004900358155245256	Physical interactions	IREF-HPRD
CASP7	CFLAR	0.0056395086637771735	Physical interactions	IREF-HPRD
CASP7	DFFA	0.009816741012680291	Physical interactions	IREF-HPRD
CASP7	RNF7	0.008783134377405511	Physical interactions	IREF-HPRD
CASP7	TNFRSF1A	0.0028920284001579433	Physical interactions	IREF-HPRD
CASP8	APAF1	0.004060777110656489	Physical interactions	IREF-HPRD
CASP8	BID	0.0045738099973474874	Physical interactions	IREF-HPRD
CASP8	CASP10	0.0035011461158260134	Physical interactions	IREF-HPRD
CASP8	CASP6	0.0027855620980456884	Physical interactions	IREF-HPRD
CASP8	CFLAR	0.004029245158262888	Physical interactions	IREF-HPRD
CASP8	FADD	0.0022839166763880757	Physical interactions	IREF-HPRD
CASP8	FAS	0.0026289442827342243	Physical interactions	IREF-HPRD
CASP8	RIPK1	0.002535644279523988	Physical interactions	IREF-HPRD
CASP8	TNFRSF10A	0.004426294295909363	Physical interactions	IREF-HPRD
CASP8	TNFRSF10B	0.00636710954019558	Physical interactions	IREF-HPRD
CASP9	APAF1	0.00614675765305493	Physical interactions	IREF-HPRD
CASP9	CASP10	0.005299649461275011	Physical interactions	IREF-HPRD
CFLAR	TNFRSF10B	0.016883840028229815	Physical interactions	IREF-HPRD
CHUK	AKT2	0.0050634596884208865	Physical interactions	IREF-HPRD
CHUK	CASP8	0.0020661012677144087	Physical interactions	IREF-HPRD
CHUK	IKBKB	0.0029163147274114923	Physical interactions	IREF-HPRD
CHUK	NFKB1	0.0018257685429641157	Physical interactions	IREF-HPRD
CHUK	TNFRSF1A	0.00280958247128783	Physical interactions	IREF-HPRD
COL4A1	DCN	0.005489932791753123	Physical interactions	IREF-HPRD
CSF2RB	IL3	0.02441421944095514	Physical interactions	IREF-HPRD
CSF2RB	IL3RA	0.020929367132005015	Physical interactions	IREF-HPRD
CTNNB1	CASP3	4.5976368820963123E-4	Physical interactions	IREF-HPRD
CTNNB1	CASP8	7.849836513877131E-4	Physical interactions	IREF-HPRD
CTNNB1	CDH11	0.013546237652040211	Physical interactions	IREF-HPRD
CTNNB1	CHUK	0.0010673758447058066	Physical interactions	IREF-HPRD
CTNNB1	IKBKB	0.0011080094476382321	Physical interactions	IREF-HPRD
CTNNB1	NFKB1	6.936729749161139E-4	Physical interactions	IREF-HPRD
CTNNB1	PIK3R1	5.169568203620931E-4	Physical interactions	IREF-HPRD
CTNNB1	PTPN13	0.00191237836645046	Physical interactions	IREF-HPRD
CTNNB1	TCF4	0.002013620664576971	Physical interactions	IREF-HPRD
CYCS	APAF1	0.008055186926770149	Physical interactions	IREF-HPRD
CYCS	CASP9	0.004562450517718786	Physical interactions	IREF-HPRD
CYCS	RNF7	0.012447967310566055	Physical interactions	IREF-HPRD
DFFA	DFFB	0.0567610430641445	Physical interactions	IREF-HPRD
FADD	CASP10	0.0052625430386687875	Physical interactions	IREF-HPRD
FADD	CFLAR	0.006056324022486106	Physical interactions	IREF-HPRD
FADD	PTPN13	0.005564080770133518	Physical interactions	IREF-HPRD
FADD	TNFRSF10A	0.0066531263067548555	Physical interactions	IREF-HPRD
FADD	TNFRSF10B	0.009570348613813638	Physical interactions	IREF-HPRD
FADD	TRADD	0.0047569917070527	Physical interactions	IREF-HPRD
FAS	APAF1	0.007025799971587162	Physical interactions	IREF-HPRD
FAS	C14orf1	0.0029330455514015937	Physical interactions	IREF-HPRD
FAS	FADD	0.003951543960156568	Physical interactions	IREF-HPRD
FAS	PTPN13	0.006404637411876326	Physical interactions	IREF-HPRD
FAS	TRADD	0.005475623168602761	Physical interactions	IREF-HPRD
FASLG	DMD	0.007134152786509255	Physical interactions	IREF-HPRD
FASLG	FADD	0.005086283546612403	Physical interactions	IREF-HPRD
FASLG	FAS	0.0058546608256606495	Physical interactions	IREF-HPRD
FASLG	PTPN13	0.008243816709032388	Physical interactions	IREF-HPRD
FBN1	DCN	0.009644720846099122	Physical interactions	IREF-HPRD
HNRNPH3	C14orf1	0.006094921270226657	Physical interactions	IREF-HPRD
HNRNPUL1	C14orf1	0.006514930301078149	Physical interactions	IREF-HPRD
HSP90AB1	AKT1	0.002386325094821051	Physical interactions	IREF-HPRD
HSP90AB1	CHUK	0.005099775847678927	Physical interactions	IREF-HPRD
HSP90AB1	IKBKB	0.005293917086659797	Physical interactions	IREF-HPRD
HSP90AB1	IKBKG	0.005337242199787807	Physical interactions	IREF-HPRD
HSP90AB1	STAT3	0.0029436612864673826	Physical interactions	IREF-HPRD
HSP90AB1	TP53	0.0012472578713315081	Physical interactions	IREF-HPRD
IKBKB	CASP8	0.0021447547109152325	Physical interactions	IREF-HPRD
IKBKB	CFLAR	0.005687305140305335	Physical interactions	IREF-HPRD
IKBKB	TNFRSF1A	0.002916539166650387	Physical interactions	IREF-HPRD
IKBKG	BIRC2	0.005130718067902285	Physical interactions	IREF-HPRD
IKBKG	CASP8	0.0021623069343329002	Physical interactions	IREF-HPRD
IKBKG	CHUK	0.002940181458928577	Physical interactions	IREF-HPRD
IKBKG	FADD	0.003250145577210485	Physical interactions	IREF-HPRD
IKBKG	IKBKB	0.0030521101043009093	Physical interactions	IREF-HPRD
IKBKG	IRAK1	0.0032406709423873693	Physical interactions	IREF-HPRD
IKBKG	NFKB1	0.0019107837543848503	Physical interactions	IREF-HPRD
IKBKG	RIPK1	0.0036083687651999774	Physical interactions	IREF-HPRD
IKBKG	TNFRSF1A	0.0029404079368393365	Physical interactions	IREF-HPRD
IL1A	IL1RAP	0.021168934057469502	Physical interactions	IREF-HPRD
IL1B	IL1RAP	0.025277046163477562	Physical interactions	IREF-HPRD
IL3RA	IL3	0.0599021812274306	Physical interactions	IREF-HPRD
IRAK1	FADD	0.0034229282070689575	Physical interactions	IREF-HPRD
IRAK1	IL1RAP	0.007407684726570654	Physical interactions	IREF-HPRD
IRAK1	IRAK2	0.007394010798374388	Physical interactions	IREF-HPRD
IRAK1	IRAK3	0.01712718331532248	Physical interactions	IREF-HPRD
IRAK1	IRAK4	0.009840798823351218	Physical interactions	IREF-HPRD
IRAK1	MYD88	0.004145358640971514	Physical interactions	IREF-HPRD
IRAK1	TAB2	0.009529638931353907	Physical interactions	IREF-HPRD
IRAK2	IRAK3	0.03710531356872862	Physical interactions	IREF-HPRD
IRAK2	MYD88	0.008980743211894	Physical interactions	IREF-HPRD
IRAK4	MYD88	0.01195260414892564	Physical interactions	IREF-HPRD
MYD88	FADD	0.004157478359871847	Physical interactions	IREF-HPRD
MYD88	IL1RAP	0.008997351344904623	Physical interactions	IREF-HPRD
MYD88	IRAK3	0.02080262401419516	Physical interactions	IREF-HPRD
NACA	FADD	0.010017520537919412	Physical interactions	IREF-HPRD
NFKB1	CFLAR	0.0035605563499645125	Physical interactions	IREF-HPRD
NFKB1	IKBKB	0.0018952731681725235	Physical interactions	IREF-HPRD
NFKB1	RIPK1	0.002240693682187093	Physical interactions	IREF-HPRD
NTRK1	NGF	0.012943954676464605	Physical interactions	IREF-HPRD
PIK3CA	IL3	0.02682566579182514	Physical interactions	IREF-HPRD
PIK3CD	IL3	0.03165350764751678	Physical interactions	IREF-HPRD
PIK3CG	PIK3R5	0.0843393301668466	Physical interactions	IREF-HPRD
PIK3R1	FASLG	0.0022284801843809954	Physical interactions	IREF-HPRD
PIK3R1	IL1RAP	0.003255056923065744	Physical interactions	IREF-HPRD
PIK3R1	NTRK1	0.0018723481177230076	Physical interactions	IREF-HPRD
PIK3R1	PIK3CA	0.0026051148033121173	Physical interactions	IREF-HPRD
PIK3R1	PIK3CB	0.0069223496064976485	Physical interactions	IREF-HPRD
PIK3R1	PIK3CD	0.0030739600333426383	Physical interactions	IREF-HPRD
PIK3R2	PIK3CD	0.009839712767248885	Physical interactions	IREF-HPRD
PIK3R3	PIK3CA	0.019864612555982375	Physical interactions	IREF-HPRD
PPP2CA	AKT1	9.785153274811129E-4	Physical interactions	IREF-HPRD
PPP2CA	BCL2	0.0012517119060208109	Physical interactions	IREF-HPRD
PPP2CA	RELA	0.001047424475171296	Physical interactions	IREF-HPRD
PPP3CA	CASP3	0.0018075580138680373	Physical interactions	IREF-HPRD
PPP3CA	PPP3R1	0.01636618343375025	Physical interactions	IREF-HPRD
PRKACA	BCL2	5.781773024493191E-4	Physical interactions	IREF-HPRD
PRKACA	NFKB1	6.277448751597187E-4	Physical interactions	IREF-HPRD
PRKACA	PRKAR1A	0.0013209262058223408	Physical interactions	IREF-HPRD
PRKACA	PTPN13	0.0017306220590461076	Physical interactions	IREF-HPRD
PRKACA	RELA	4.8381510486425407E-4	Physical interactions	IREF-HPRD
PRKACA	STMN1	0.003497581776071736	Physical interactions	IREF-HPRD
PRKAR1A	PRKAR1B	0.0180695612380013	Physical interactions	IREF-HPRD
PRKAR1A	PRKX	0.043724064161172776	Physical interactions	IREF-HPRD
PRKAR2A	PRKX	0.03309892748208036	Physical interactions	IREF-HPRD
PTPN13	ARHGAP29	0.0417193069005272	Physical interactions	IREF-HPRD
RELA	CHUK	0.0014071549830038388	Physical interactions	IREF-HPRD
RELA	IKBKB	0.0014607234029147648	Physical interactions	IREF-HPRD
RELA	NFKB1	9.144907449112424E-4	Physical interactions	IREF-HPRD
RELA	PIAS3	0.0023694497104623795	Physical interactions	IREF-HPRD
RELA	STAT3	8.122292961863132E-4	Physical interactions	IREF-HPRD
RIPK1	CFLAR	0.006723837825707015	Physical interactions	IREF-HPRD
RIPK1	FADD	0.0038113055759392963	Physical interactions	IREF-HPRD
RIPK1	FAS	0.00438707321457829	Physical interactions	IREF-HPRD
RIPK1	TNFRSF10A	0.0073864165603455155	Physical interactions	IREF-HPRD
RIPK1	TNFRSF10B	0.010625169297842246	Physical interactions	IREF-HPRD
RIPK1	TRADD	0.005281295854480809	Physical interactions	IREF-HPRD
RPSA	ITGA6	0.015786201304366025	Physical interactions	IREF-HPRD
RUVBL2	CTNNB1	0.0030149406682006942	Physical interactions	IREF-HPRD
SERBP1	PIAS3	0.014476694904326196	Physical interactions	IREF-HPRD
STAT3	CSF2RB	0.002825654433598103	Physical interactions	IREF-HPRD
STAT3	IL1RAP	0.0038793453227461954	Physical interactions	IREF-HPRD
STAT3	IRAK1	0.001787334574306526	Physical interactions	IREF-HPRD
STAT3	KPNA6	0.007126184915527771	Physical interactions	IREF-HPRD
STAT3	NFKB1	0.0010538588942431034	Physical interactions	IREF-HPRD
STAT3	PIAS3	0.002730552800461113	Physical interactions	IREF-HPRD
STAT3	STMN1	0.005871744895884718	Physical interactions	IREF-HPRD
TARDBP	NSFL1C	0.036175901599107683	Physical interactions	IREF-HPRD
TCF4	ID2	0.00773283806224553	Physical interactions	IREF-HPRD
TNF	DCN	0.008357293633018865	Physical interactions	IREF-HPRD
TNFRSF10A	TNFRSF10B	0.01854760532615182	Physical interactions	IREF-HPRD
TNFRSF10A	TNFSF10	0.020050105007579033	Physical interactions	IREF-HPRD
TNFRSF10C	TNFSF10	0.03328975309927441	Physical interactions	IREF-HPRD
TNFRSF10D	TNFRSF10A	0.03909009036243216	Physical interactions	IREF-HPRD
TNFRSF10D	TNFRSF10B	0.05623008098507472	Physical interactions	IREF-HPRD
TNFRSF10D	TNFSF10	0.06078515299331465	Physical interactions	IREF-HPRD
TNFRSF1A	CASP10	0.004761024941335799	Physical interactions	IREF-HPRD
TNFRSF1A	RIPK1	0.0034480894952199663	Physical interactions	IREF-HPRD
TNFRSF1A	TNF	0.006368753080385936	Physical interactions	IREF-HPRD
TNFRSF1A	TRADD	0.0043036518738879415	Physical interactions	IREF-HPRD
TNFSF10	TNFRSF10B	0.02884155494218582	Physical interactions	IREF-HPRD
TP53	ATM	7.470370179726291E-4	Physical interactions	IREF-HPRD
TP53	BCL2	4.112716539080818E-4	Physical interactions	IREF-HPRD
TP53	CAPN1	6.117506603810033E-4	Physical interactions	IREF-HPRD
TP53	CHUK	6.870898254651048E-4	Physical interactions	IREF-HPRD
TP53	DDX5	0.002271306008236022	Physical interactions	IREF-HPRD
TP53	EIF2S2	0.0012610214084229064	Physical interactions	IREF-HPRD
TP53	ERH	0.002235175553451452	Physical interactions	IREF-HPRD
TP53	HNRNPUL1	0.001941933363136964	Physical interactions	IREF-HPRD
TP53	PPP2CA	5.114395256285781E-4	Physical interactions	IREF-HPRD
TP53	ZNF24	0.0013035793322615644	Physical interactions	IREF-HPRD
TRADD	TNFRSF10A	0.009219184049154085	Physical interactions	IREF-HPRD
TRADD	TNFRSF10B	0.013261557512888792	Physical interactions	IREF-HPRD
TRAF2	BIRC2	0.0017058284731659233	Physical interactions	IREF-HPRD
TRAF2	BIRC3	0.003497244097877461	Physical interactions	IREF-HPRD
TRAF2	CASP8	7.189101109271702E-4	Physical interactions	IREF-HPRD
TRAF2	CFLAR	0.0019063537204234062	Physical interactions	IREF-HPRD
TRAF2	CHUK	9.77532872976255E-4	Physical interactions	IREF-HPRD
TRAF2	FADD	0.0010805876430571631	Physical interactions	IREF-HPRD
TRAF2	IKBKB	0.0010147461405215555	Physical interactions	IREF-HPRD
TRAF2	RIPK1	0.001199687409379592	Physical interactions	IREF-HPRD
TRAF2	TAB2	0.003008421180911998	Physical interactions	IREF-HPRD
TRAF2	TNF	0.0022158685895599124	Physical interactions	IREF-HPRD
TRAF2	TNFRSF1A	9.776081185014337E-4	Physical interactions	IREF-HPRD
TRAF2	TRADD	0.001497361857661194	Physical interactions	IREF-HPRD
UBE2L3	ARIH1	0.026210292318874107	Physical interactions	IREF-HPRD
XIAP	AKT2	0.007692630263732065	Physical interactions	IREF-HPRD
XIAP	CASP3	0.0018384553833103773	Physical interactions	IREF-HPRD
XIAP	CASP7	0.004393358625270187	Physical interactions	IREF-HPRD
XIAP	CASP9	0.0047513390259740045	Physical interactions	IREF-HPRD
XIAP	TAB2	0.01313539560189411	Physical interactions	IREF-HPRD
ZNF24	C14orf1	0.004373337014223256	Physical interactions	IREF-HPRD
AKT1	BAD	0.03227443827953778	Physical interactions	IREF-INNATEDB
AKT1	BAX	0.016513460797034744	Physical interactions	IREF-INNATEDB
AKT1	CASP3	0.00518817491263767	Physical interactions	IREF-INNATEDB
AKT1	CHUK	0.004405997827701017	Physical interactions	IREF-INNATEDB
AKT1	IL1R1	0.014613789333204973	Physical interactions	IREF-INNATEDB
AKT1	IRAK1	0.006333503523187646	Physical interactions	IREF-INNATEDB
AKT1	IRAK2	0.01789909770748762	Physical interactions	IREF-INNATEDB
AKT1	XIAP	0.005456758412851419	Physical interactions	IREF-INNATEDB
ATM	IKBKB	0.007871660769148612	Physical interactions	IREF-INNATEDB
BCL2	BAD	0.14629000360164315	Physical interactions	IREF-INNATEDB
BCL2L1	BAD	0.1506830037371901	Physical interactions	IREF-INNATEDB
BCL2L1	BAX	0.07709810171100057	Physical interactions	IREF-INNATEDB
BIRC2	CASP9	0.02214617564544852	Physical interactions	IREF-INNATEDB
BIRC2	RIPK1	0.18493299878464786	Physical interactions	IREF-INNATEDB
BIRC3	CASP9	0.026678277878375393	Physical interactions	IREF-INNATEDB
CASP3	AKT2	0.010104905537559836	Physical interactions	IREF-INNATEDB
CASP3	AKT3	0.023639535743065793	Physical interactions	IREF-INNATEDB
CASP3	BIRC2	0.009305730602404954	Physical interactions	IREF-INNATEDB
CASP3	BIRC3	0.011210100357487835	Physical interactions	IREF-INNATEDB
CASP3	CASP10	0.026678237033015605	Physical interactions	IREF-INNATEDB
CASP3	CASP6	0.022351827732452128	Physical interactions	IREF-INNATEDB
CASP3	CASP8	0.008309624064560463	Physical interactions	IREF-INNATEDB
CASP3	CASP9	0.016676820738615126	Physical interactions	IREF-INNATEDB
CASP3	DFFA	0.054163225815426125	Physical interactions	IREF-INNATEDB
CASP3	NFKBIA	0.008708255965694524	Physical interactions	IREF-INNATEDB
CASP6	IRAK3	0.15813354132281487	Physical interactions	IREF-INNATEDB
