GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Jan 17 13:28:01 GMT 2017

Gene	Score	Description
SOD1	GO:0000303	GO:0000737	GO:0001819	GO:0002576	GO:0003013	GO:0003018	GO:0005507	GO:0006309	GO:0006873	GO:0006875	GO:0006887	GO:0006921	GO:0006939	GO:0006979	GO:0007610	GO:0007626	GO:0008015	GO:0008217	GO:0008631	GO:0010001	GO:0010035	GO:0010942	GO:0019430	GO:0030003	GO:0030168	GO:0030425	GO:0032314	GO:0034599	GO:0035020	GO:0035150	GO:0042311	GO:0043005	GO:0043025	GO:0043065	GO:0043068	GO:0043523	GO:0043524	GO:0044297	GO:0050880	GO:0051087	GO:0051241	GO:0051402	GO:0055065	GO:0070997	GO:0071451	GO:0090066	GO:0097193	GO:0097285	GO:0097458	GO:1900407	GO:1901214	GO:1901215	GO:1902175
SOD2	GO:0000303	GO:0003013	GO:0003018	GO:0003073	GO:0006979	GO:0008015	GO:0008217	GO:0008631	GO:0010035	GO:0019430	GO:0034599	GO:0035150	GO:0042311	GO:0043523	GO:0043524	GO:0050880	GO:0051402	GO:0070997	GO:0071451	GO:0090066	GO:0097193	GO:0097285	GO:1900407	GO:1901214	GO:1901215	GO:1902175	GO:2001234
SPAST	GO:0008017	GO:0015631	GO:0048487
SPG11
SQSTM1	GO:0010942	GO:0038179	GO:0043065	GO:0043068	GO:0048011
SSR1	GO:0006984	GO:0006986	GO:0030968	GO:0034620	GO:0035966	GO:0035967
SYP	GO:0012506	GO:0030659	GO:0045202	GO:0048488
TARDBP	GO:0035821	GO:0051817
TBK1	GO:0001819	GO:0006954	GO:0051241
TFPI	GO:0004857	GO:0004866	GO:0010466	GO:0010951	GO:0030414	GO:0051346	GO:0052547	GO:0052548	GO:0061134	GO:0061135	GO:0072376	GO:0072378
TFRC	GO:0006873	GO:0006875	GO:0030003	GO:0055065	GO:0072562
TH	GO:0003013	GO:0006584	GO:0007610	GO:0007626	GO:0009712	GO:0009713	GO:0012506	GO:0030659	GO:0042417	GO:0042423	GO:0043005	GO:0043025	GO:0044297	GO:0046189	GO:0097458	GO:0098552
THBD	GO:0010543	GO:0030168	GO:0030193	GO:0030194	GO:0030195	GO:0042730	GO:0050818	GO:0050819	GO:0050820	GO:0050900	GO:0051241	GO:0051917	GO:0061041	GO:1900046	GO:1900047	GO:1900048
TIAM1
TMEM106B
TMOD2
TPK1
TREM2
TRPM7
TSPO
TUBA4A	GO:0000086	GO:0002576	GO:0006887	GO:0030168	GO:0044839
UBQLN2
UBQLN3
UNC13A
UTS2R
VAPB	GO:0006873	GO:0006874	GO:0006875	GO:0006984	GO:0006986	GO:0015631	GO:0030003	GO:0030968	GO:0034620	GO:0035821	GO:0035966	GO:0035967	GO:0048487	GO:0051817	GO:0055065	GO:0055074	GO:0072503	GO:0072507
VCP	GO:0006919	GO:0006984	GO:0006986	GO:0010950	GO:0010952	GO:0030162	GO:0030968	GO:0031638	GO:0034620	GO:0035966	GO:0035967	GO:0043280	GO:0043281	GO:0048471	GO:0052547	GO:0052548	GO:0070613	GO:0097202	GO:2000116	GO:2001056
VPS54
VWF	GO:0001948	GO:0002020	GO:0002576	GO:0006887	GO:0007597	GO:0030141	GO:0030168	GO:0030198	GO:0031091	GO:0031093	GO:0031983	GO:0034774	GO:0043062	GO:0051087	GO:0060205	GO:0072376	GO:0072378
XBP1
ZNF470
ZNF512B

GO id	Description	q-value	Occurrences in Sample	Occurrences in Genome
GO:0072376	protein activation cascade	4.027206728711754E-74	43	61
GO:0006956	complement activation	7.587652834805645E-53	31	43
GO:2000257	regulation of protein activation cascade	1.1084983721472831E-41	23	27
GO:0030449	regulation of complement activation	1.1084983721472831E-41	23	27
GO:0002920	regulation of humoral immune response	4.49473763735637E-38	23	33
GO:0002673	regulation of acute inflammatory response	1.2334686036869247E-37	25	46
GO:0006959	humoral immune response	3.79998578627697E-37	31	105
GO:0070613	regulation of protein processing	6.266387537034302E-37	37	198
GO:0002526	acute inflammatory response	1.1835308166489563E-36	27	66
GO:0072562	blood microparticle	3.3614131201650003E-28	26	108
GO:0006954	inflammatory response	1.010458173427455E-25	33	282
GO:0050727	regulation of inflammatory response	4.316334370070102E-25	26	140
GO:0031091	platelet alpha granule	2.759028858265625E-24	20	61
GO:0002576	platelet degranulation	4.64587488705809E-23	21	82
GO:0072378	blood coagulation, fibrin clot formation	3.934578639958121E-22	14	21
GO:0031093	platelet alpha granule lumen	4.4542593191425344E-21	17	48
GO:0030168	platelet activation	3.9768935553429537E-19	25	211
GO:0034774	secretory granule lumen	6.270295440954208E-19	17	62
GO:1900046	regulation of hemostasis	2.3259211601891232E-18	16	54
GO:0030193	regulation of blood coagulation	2.3259211601891232E-18	16	54
GO:1900047	negative regulation of hemostasis	2.936263286135863E-18	14	34
GO:0030195	negative regulation of blood coagulation	2.936263286135863E-18	14	34
GO:0002697	regulation of immune effector process	3.774725525543386E-18	23	183
GO:0050818	regulation of coagulation	3.774725525543386E-18	16	56
GO:0050819	negative regulation of coagulation	6.950580640286753E-18	14	36
GO:0006887	exocytosis	9.24725124774739E-18	23	191
GO:0060205	cytoplasmic membrane-bounded vesicle lumen	1.893090476362621E-17	17	76
GO:0031983	vesicle lumen	1.893090476362621E-17	17	76
GO:0030141	secretory granule	2.3156594356494432E-17	21	152
GO:0007597	blood coagulation, intrinsic pathway	1.2979992737717901E-16	11	18
GO:0052548	regulation of endopeptidase activity	1.9590566720286886E-16	24	248
GO:0052547	regulation of peptidase activity	3.65033990501715E-16	24	255
GO:0061041	regulation of wound healing	3.9186323331789654E-16	16	74
GO:0042730	fibrinolysis	5.961677647662639E-16	11	20
GO:0031638	zymogen activation	8.388713172316598E-13	15	96
GO:0008236	serine-type peptidase activity	9.581420603987187E-13	15	97
GO:0051241	negative regulation of multicellular organismal process	1.373360481810851E-12	20	229
GO:0017171	serine hydrolase activity	1.4556830445105104E-12	15	100
GO:0004252	serine-type endopeptidase activity	2.615394983327802E-12	13	66
GO:0051917	regulation of fibrinolysis	3.5063958902183232E-12	8	12
GO:0004175	endopeptidase activity	8.944406550724616E-12	17	163
GO:0004866	endopeptidase inhibitor activity	2.0014209064419595E-11	14	97
GO:0030414	peptidase inhibitor activity	2.619938133152334E-11	14	99
GO:0061135	endopeptidase regulator activity	2.9567366900198307E-11	14	100
GO:0061134	peptidase regulator activity	3.702970668277049E-11	15	125
GO:1900048	positive regulation of hemostasis	3.72151281232292E-11	8	15
GO:0030194	positive regulation of blood coagulation	3.72151281232292E-11	8	15
GO:0050820	positive regulation of coagulation	3.72151281232292E-11	8	15
GO:0010951	negative regulation of endopeptidase activity	1.4939973696277022E-10	15	138
GO:0010466	negative regulation of peptidase activity	1.8130275607752406E-10	15	140
GO:0004867	serine-type endopeptidase inhibitor activity	3.930353206691148E-10	10	42
GO:0031639	plasminogen activation	5.55764295340853E-10	7	12
GO:0010955	negative regulation of protein processing	8.031860834656655E-10	10	45
GO:0002020	protease binding	1.9754351746085856E-9	10	49
GO:0002455	humoral immune response mediated by circulating immunoglobulin	1.8069001358193625E-8	6	10
GO:0017187	peptidyl-glutamic acid carboxylation	3.8101773919899046E-8	6	11
GO:0018214	protein carboxylation	3.8101773919899046E-8	6	11
GO:0004857	enzyme inhibitor activity	5.889507257316553E-8	15	211
GO:0051346	negative regulation of hydrolase activity	3.288290150527595E-7	15	239
GO:0009897	external side of plasma membrane	7.463554200616027E-7	10	88
GO:0006875	cellular metal ion homeostasis	1.2429415503633957E-6	15	264
GO:0018200	peptidyl-glutamic acid modification	1.9502148555259966E-6	6	19
GO:0030003	cellular cation homeostasis	3.2270448355805457E-6	15	284
GO:0055065	metal ion homeostasis	3.831700457587699E-6	15	288
GO:0006873	cellular ion homeostasis	4.536932865248177E-6	15	292
GO:0090066	regulation of anatomical structure size	1.1091283209397106E-5	11	150
GO:0043005	neuron projection	1.5102829054257163E-5	13	232
GO:0030162	regulation of proteolysis	1.5102829054257163E-5	11	155
GO:0035150	regulation of tube size	1.6087788713299912E-5	7	44
GO:0050880	regulation of blood vessel size	1.6087788713299912E-5	7	44
GO:0030424	axon	2.242215330413556E-5	9	96
GO:0098552	side of membrane	2.245103589982737E-5	11	162
GO:0030198	extracellular matrix organization	2.6944081277953353E-5	14	290
GO:0043062	extracellular structure organization	2.773097168367127E-5	14	291
GO:0001819	positive regulation of cytokine production	2.9593676936254294E-5	12	206
GO:0097458	neuron part	3.4696513874940736E-5	14	297
GO:0010950	positive regulation of endopeptidase activity	4.1472994026633045E-5	9	104
GO:0010952	positive regulation of peptidase activity	5.670864595337879E-5	9	108
GO:0051402	neuron apoptotic process	6.455076477225332E-5	8	80
GO:0097202	activation of cysteine-type endopeptidase activity	6.455076477225332E-5	8	80
GO:0006874	cellular calcium ion homeostasis	9.004929322930167E-5	11	188
GO:0016064	immunoglobulin mediated immune response	9.451737118579878E-5	6	36
GO:0003018	vascular process in circulatory system	1.0915226268512093E-4	7	59
GO:0055074	calcium ion homeostasis	1.18814321268357E-4	11	194
GO:0019724	B cell mediated immunity	1.2752530037548146E-4	6	38
GO:0072503	cellular divalent inorganic cation homeostasis	1.3518068809780737E-4	11	197
GO:2000116	regulation of cysteine-type endopeptidase activity	1.4910729253912112E-4	10	159
GO:0015631	tubulin binding	1.6340487210010233E-4	9	124
GO:0072507	divalent inorganic cation homeostasis	1.9369580626806172E-4	11	205
GO:0070997	neuron death	2.0029785931728825E-4	8	94
GO:0007204	positive regulation of cytosolic calcium ion concentration	2.509438316571307E-4	9	131
GO:0004970	ionotropic glutamate receptor activity	2.7117886725559987E-4	4	11
GO:2001056	positive regulation of cysteine-type endopeptidase activity	3.110709247049213E-4	8	100
GO:0051480	cytosolic calcium ion homeostasis	3.5329953900663865E-4	9	137
GO:0043524	negative regulation of neuron apoptotic process	3.6706581583192076E-4	6	46
GO:0043523	regulation of neuron apoptotic process	3.732822221755106E-4	7	72
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	4.452617440540192E-4	7	74
GO:1901215	negative regulation of neuron death	4.600123379088938E-4	6	48
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	6.016636708961066E-4	9	147
GO:1901214	regulation of neuron death	6.171929259688697E-4	7	78
GO:0050770	regulation of axonogenesis	9.026642293045731E-4	6	54
GO:0031594	neuromuscular junction	9.86536061690849E-4	4	15
GO:0005796	Golgi lumen	9.866040377042792E-4	7	84
GO:0035235	ionotropic glutamate receptor signaling pathway	0.00128198448075963	4	16
GO:0008015	blood circulation	0.0016075365007459648	9	167
GO:0010712	regulation of collagen metabolic process	0.0016344839669102714	4	17
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0017405535989182374	7	92
GO:0050777	negative regulation of immune response	0.0017730783839858156	5	36
GO:0002449	lymphocyte mediated immunity	0.0019696506701368547	7	94
GO:0002250	adaptive immune response	0.0024672428474862675	8	135
GO:0044246	regulation of multicellular organismal metabolic process	0.0025101630692055516	4	19
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0025219663332391256	7	98
GO:0002698	negative regulation of immune effector process	0.0025380800495395824	5	39
GO:0008066	glutamate receptor activity	0.003035965259711357	4	20
GO:0003013	circulatory system process	0.0030401790841171248	10	230
GO:0032314	regulation of Rac GTPase activity	0.0036625315911820843	4	21
GO:0097285	cell-type specific apoptotic process	0.00476653117106418	9	194
GO:0030426	growth cone	0.004960320993952505	5	45
GO:0030425	dendrite	0.005657056799952817	7	112
GO:0035966	response to topologically incorrect protein	0.005892072148575866	7	113
GO:0043065	positive regulation of apoptotic process	0.005892072148575866	10	250
GO:0035020	regulation of Rac protein signal transduction	0.005921623777875627	4	24
GO:0050772	positive regulation of axonogenesis	0.005921623777875627	4	24
GO:0030427	site of polarized growth	0.005921623777875627	5	47
GO:0045202	synapse	0.005921623777875627	8	155
GO:0051960	regulation of nervous system development	0.006589443260466004	10	255
GO:0043068	positive regulation of programmed cell death	0.006589443260466004	10	255
GO:0002683	negative regulation of immune system process	0.006589443260466004	7	116
GO:0008017	microtubule binding	0.006919454523355597	6	80
GO:0008217	regulation of blood pressure	0.007366536926697822	6	81
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.008443745256248884	3	10
GO:0071451	cellular response to superoxide	0.008443745256248884	3	10
GO:0000303	response to superoxide	0.008443745256248884	3	10
GO:0045502	dynein binding	0.008443745256248884	3	10
GO:0019430	removal of superoxide radicals	0.008443745256248884	3	10
GO:0015172	acidic amino acid transmembrane transporter activity	0.008443745256248884	3	10
GO:0007215	glutamate receptor signaling pathway	0.008684482690063155	5	52
GO:0002443	leukocyte mediated immunity	0.009350701378788481	7	124
GO:0010942	positive regulation of cell death	0.009488292722850816	10	269
GO:1902175	regulation of intrinsic apoptotic signaling pathway in response to oxidative stress	0.011053695013210936	3	11
GO:0015800	acidic amino acid transport	0.011053695013210936	3	11
GO:0015813	L-glutamate transport	0.011053695013210936	3	11
GO:0048471	perinuclear region of cytoplasm	0.011414707036923225	10	276
GO:0005507	copper ion binding	0.012678604116258404	4	30
GO:0051087	chaperone binding	0.012678604116258404	4	30
GO:0050767	regulation of neurogenesis	0.012888791065607025	9	227
GO:0007610	behavior	0.013236539414137449	9	228
GO:0048488	synaptic vesicle endocytosis	0.013777729122865515	3	12
GO:0050900	leukocyte migration	0.013777729122865515	9	230
GO:0009713	catechol-containing compound biosynthetic process	0.013777729122865515	3	12
GO:0042423	catecholamine biosynthetic process	0.013777729122865515	3	12
GO:0030659	cytoplasmic vesicle membrane	0.014137233536059236	9	231
GO:0005230	extracellular ligand-gated ion channel activity	0.015569900702802274	4	32
GO:0001504	neurotransmitter uptake	0.017042548665581192	3	13
GO:0012506	vesicle membrane	0.017042548665581192	9	238
GO:0032967	positive regulation of collagen biosynthetic process	0.017042548665581192	3	13
GO:0032281	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex	0.017042548665581192	3	13
GO:0010714	positive regulation of collagen metabolic process	0.017042548665581192	3	13
GO:0005788	endoplasmic reticulum lumen	0.017352120667135075	7	140
GO:0050769	positive regulation of neurogenesis	0.017352120667135075	5	62
GO:0043025	neuronal cell body	0.020056716025450512	5	64
GO:0010975	regulation of neuron projection development	0.020326335513578046	7	144
GO:0019229	regulation of vasoconstriction	0.02074112575128755	3	14
GO:0042417	dopamine metabolic process	0.02074112575128755	3	14
GO:0010769	regulation of cell morphogenesis involved in differentiation	0.023632074366208285	7	148
GO:0030335	positive regulation of cell migration	0.024443701748046633	8	198
GO:0045824	negative regulation of innate immune response	0.025159369699057653	3	15
GO:0044253	positive regulation of multicellular organismal metabolic process	0.025159369699057653	3	15
GO:0006986	response to unfolded protein	0.025243356789559135	6	106
GO:0000086	G2/M transition of mitotic cell cycle	0.02679129192978702	7	152
GO:0044839	cell cycle G2/M phase transition	0.02679129192978702	7	152
GO:0044297	cell body	0.02679129192978702	5	69
GO:2000147	positive regulation of cell motility	0.027620225510668103	8	203
GO:0010035	response to inorganic substance	0.027620225510668103	7	153
GO:0006921	cellular component disassembly involved in execution phase of apoptosis	0.028174618019944347	5	70
GO:0031344	regulation of cell projection organization	0.028229233717559254	8	204
GO:0046189	phenol-containing compound biosynthetic process	0.02889059157366437	3	16
GO:0032965	regulation of collagen biosynthetic process	0.02889059157366437	3	16
GO:0009065	glutamine family amino acid catabolic process	0.02889059157366437	3	16
GO:0001948	glycoprotein binding	0.02897105360725829	4	39
GO:0006979	response to oxidative stress	0.029738451595650313	7	156
GO:0051272	positive regulation of cellular component movement	0.031119121463102827	8	208
GO:0006939	smooth muscle contraction	0.0314646303147993	4	40
GO:0005310	dicarboxylic acid transmembrane transporter activity	0.03356156077479241	3	17
GO:1900407	regulation of cellular response to oxidative stress	0.03356156077479241	3	17
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	0.03356156077479241	3	17
GO:0040017	positive regulation of locomotion	0.03442049750130861	8	212
GO:0050768	negative regulation of neurogenesis	0.03704456687919928	4	42
GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	0.03940036315893341	3	18
GO:0048011	neurotrophin TRK receptor signaling pathway	0.03999329883957754	9	274
GO:0003073	regulation of systemic arterial blood pressure	0.03999329883957754	4	43
GO:0022617	extracellular matrix disassembly	0.04147980208250856	6	119
GO:0030968	endoplasmic reticulum unfolded protein response	0.04231428151569583	5	78
GO:0038179	neurotrophin signaling pathway	0.042612900104572415	9	277
GO:0034620	cellular response to unfolded protein	0.04442204250517088	5	79
GO:0032964	collagen biosynthetic process	0.044622722019156916	3	19
GO:0042311	vasodilation	0.044622722019156916	3	19
GO:0032846	positive regulation of homeostatic process	0.050012707821519405	4	46
GO:0050771	negative regulation of axonogenesis	0.051662791794863536	3	20
GO:0035967	cellular response to topologically incorrect protein	0.05744292876093943	5	84
GO:0048588	developmental cell growth	0.0580144420109768	4	48
GO:0048487	beta-tubulin binding	0.0587367941739382	3	21
GO:0031233	intrinsic component of external side of plasma membrane	0.0587367941739382	3	21
GO:0001505	regulation of neurotransmitter levels	0.05945134087318507	5	85
GO:0010522	regulation of calcium ion transport into cytosol	0.06155271233141814	4	49
GO:0097193	intrinsic apoptotic signaling pathway	0.061719187171587794	7	180
GO:0006984	ER-nucleus signaling pathway	0.06180615062379345	5	86
GO:0000737	DNA catabolic process, endonucleolytic	0.06413440603444509	4	50
GO:0010543	regulation of platelet activation	0.06413440603444509	3	22
GO:0008328	ionotropic glutamate receptor complex	0.06413440603444509	3	22
GO:0009712	catechol-containing compound metabolic process	0.06413440603444509	3	22
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	0.06413440603444509	4	50
GO:0006309	apoptotic DNA fragmentation	0.06413440603444509	3	22
GO:0006584	catecholamine metabolic process	0.06413440603444509	3	22
GO:0050920	regulation of chemotaxis	0.06956287160383336	5	89
GO:0048008	platelet-derived growth factor receptor signaling pathway	0.07197416667708485	3	23
GO:0042310	vasoconstriction	0.07197416667708485	3	23
GO:0015807	L-amino acid transport	0.07197416667708485	3	23
GO:0045664	regulation of neuron differentiation	0.07268674762150262	7	187
GO:0015179	L-amino acid transmembrane transporter activity	0.08102775565504343	3	24
GO:0051495	positive regulation of cytoskeleton organization	0.08257654804285926	5	93
GO:2001234	negative regulation of apoptotic signaling pathway	0.08626497242981931	5	94
GO:0035821	modification of morphology or physiology of other organism	0.08773332709332324	4	55
GO:0007626	locomotory behavior	0.08950012939979077	3	25
GO:0034599	cellular response to oxidative stress	0.08950012939979077	5	95
GO:0010001	glial cell differentiation	0.09264791606229579	4	56
GO:0019898	extrinsic component of membrane	0.09274173714079714	5	96
GO:0010524	positive regulation of calcium ion transport into cytosol	0.0992544915289782	3	26

Query Parameters
Organism	H. sapiens
Network Weighting	query gene-based
Related Genes Limit	0
Related Attributes Limit	0
Input Genes	F2R	C5AR1	PLAT	TUBA4A	HTT	SETX	GRIK1	C1QA	C1QB	MATR3	APEX1	CALB1	VPS54	RPS27A	ERBB4	CHCHD10	GLG1	IGF1	NGFR	SMN2	VAPB	MAP2	SPAST	NEFM	PROC	C9orf72	UTS2R	C8B	HEXA	DUSP11	GSR	THBD	PLEKHB1	VCP	CASP1	NTRK2	SIGMAR1	ALAD	SLC18A3	C8A	SOD2	GRIA4	SQSTM1	HNRNPC	RNPEP	SLC1A3	SLC33A1	MBL2	TBK1	HNRNPDL	FGB	FGA	FGG	TRPM7	C4orf36	F13A1	GRIA2	CCS	CFB	PRPH	PGA4	BDNF	TMOD2	PSEN1	CST3	CFD	SERTAD3	GRN	CPB2	FIG4	SSR1	CD55	HNRNPA1	MICE	PFN1	ARHGEF2	C3AR1	PRNP	AIF1	TREM2	RNF19A	CFH	PGA3	ALS2	BTBD10	SERPINF2	UBQLN2	SERPING1	GLUL	TFPI	TARDBP	NES	C8G	F9	IL10RB	SYP	MAOB	C7	SMN1	SNCA	GAP43	C6	CDR1	TPK1	CYCS	SERPINE2	CALB2	CHMP2B	SOD1	PON1	APP	C1S	CREBBP	C3	CHAT	HSPA5	C4A	SERPIND1	CR2	CD46	LMNB1	CD59	ECE1	MAG	FGF1	ZNF512B	SERPINA5	DPP6	FGGY	PON2	F3	PPARGC1A	CTSC	PAWR	C9	PROS1	PON3	CNTF	TFRC	TH	CASP3	C2	PLG	FOLH1	SERPINC1	F2	KLKB1	XBP1	ATXN2	NAIP	ADA	KNG1	UNC13A	C1QC	DCTN1	BDKRB2	MT3	PGA5	CAMK1G	ANG	C1R	HSPB1	TSPO	F10	GRIK2	NEFH	CR1	MASP2	PIGW	F13B	CYFIP2	PLAU	ZNF470	CNR1	SLC1A2	BCR	CNTFR	PVALB	GRIA1	SERPINE1	F7	DAO	NGF	DYNC1H1	TMEM106B	MAPT	VWF	GDNF	UBQLN3	HNRNPA1L2	EP300	OPTN	F8	F11	SLC1A1	GFM1	PLAUR	KIFAP3	C5	HSF1	SERPINA1	GFAP	CTSH	MASP1	NOS1	FUS	SPG11	A2M	F5	CDK5	F12	C4BPA	TIAM1	BDKRB1	RTN4	C4BPB	CFI
Networks
	Behrends-Harper-2010	Physical interactions
	BIOGRID-SMALL-SCALE-STUDIES	Physical interactions
	Blandin-Richard-2013	Physical interactions
	Dyer-Sobral-2010	Physical interactions
	Freibaum-Taylor-2010	Physical interactions
	IREF-BIND	Physical interactions
	IREF-BIOGRID	Physical interactions
	IREF-DIP	Physical interactions
	IREF-HPRD	Physical interactions
	IREF-INNATEDB	Physical interactions
	IREF-INTACT	Physical interactions
	IREF-MPPI	Physical interactions
	IREF-OPHID	Physical interactions
	IREF-SMALL-SCALE-STUDIES	Physical interactions
	Jeronimo-Coulombe-2007	Physical interactions
	Kristensen-Foster-2012	Physical interactions
	Li-Dorf-2011 B	Physical interactions
	McFarland-Nussbaum-2008	Physical interactions
	Nakayasu-Adkins-2013	Physical interactions
	Oláh-Ovádi-2011	Physical interactions
	Yu-Chow-2013	Physical interactions

